Source URL	Source Type	Last Identifier	Source Name	Category	showContact	SYNC_TO_TELEGRAM
https://t.me/wublock	telegram	65973	吴说区块链	币圈	1	0
https://plink.anyfeeder.com/pentitugua	rss	1782718020000	喷嚏-70	有料	0	0
https://plink.anyfeeder.com/thepaper	rss	1782792726000	澎湃新闻	新闻	0	0
https://zh.wikipedia.org/w/api.php?action=featuredfeed&feed=good&feedformat=atom	rss	1782777600000	维基百科优良条目	有料	0	0
https://t.me/jichang101	telegram	259	vpn导航｜机场导航｜机场推荐	有料	1	0
https://t.me/s/v2ray3	telegram	565	免费TG代理白嫖频道 | MTProto｜节点｜VPN｜订阅｜免费节点	有料	1	0
https://t.me/aidamoxingxw	telegram	399	飞机号|飞机老号|会员	供需	1	0
https://t.me/OKxw88	telegram	1782352711905	金三角大事件	新闻	1	0
https://t.me/dnyjpz99	telegram	1782352723927	柬埔寨大事件	新闻	1	0
https://t.me/BGM9897	telegram	1782352725236	泰国新闻大事件	新闻	1	0
https://t.me/dnybg555	telegram	1782352726586	东南亚新闻大事件	新闻	1	0
https://t.me/abc03	telegram	1782378785201	东南亚大事件|头条新闻	新闻	1	0
https://t.me/tggbbg	telegram	1782352742738	泰国新闻网	新闻	1	0
https://rthk9.rthk.hk/rthk/news/rss/c_expressnews_clocal.xml	rss	1782790475000	香港電台網站	新闻	0	0
https://t.me/Jinbianzufang666	telegram	1782352752678	金边租房	租房	1	0
https://t.me/GodlyNews1	telegram	1782352781918	Yummy	新闻	1	0
https://t.me/bosshiringcambodia	telegram	1782378790365	BossHiring在柬HR官方频道	招聘	1	0
https://wechat2rss.xlab.app/feed/1b01bd297483509251779f1a02bb90223786a923.xml	rss	1782639840000	辉哥奇谭	商业	0	0
https://wechat2rss.xlab.app/feed/3261d5a75cfef238650a2cabd4bbf99669c2f334.xml	rss	1782638700000	小众软件	有料	0	0
https://wechat2rss.xlab.app/feed/33d986064f59be5263de2ca822fb3e0bdd59eb81.xml	rss	1782742800000	猫笔刀	有料	0	0
https://t.me/foya8888	telegram	741	万天传媒の远程到岗招聘频道	招聘	1	0
https://t.me/beibei6868686	telegram	532	海外招聘/远程工作/驻场/IT技术	招聘	1	0
https://t.me/philipinesjob	telegram	148	BE 招聘渠道	招聘	1	0
https://t.me/HHJason123	telegram	1782352795370	海外技术招聘/远程/驻场	招聘	1	0
https://t.me/YTZZ888	telegram	1782352799663	亚太招聘频道	招聘	1	0
https://t.me/rzhr888	telegram	76	人资官方直招	招聘	1	0
https://t.me/KY_YYDS1	telegram	504	KY（开云）集团总部招聘频道	招聘	1	0
https://t.me/DubaiTechHR	telegram	1782352809123	迪拜市中心 · 技术岗位直招	招聘	1	0
https://t.me/csjituan6688	telegram	70	兴达科技公司 求职招聘 官方频道	招聘	1	0
https://t.me/TalentTrail	telegram	202	TREND TECH 官方招聘	招聘	1	0
https://t.me/HRLorin8868	telegram	1782352814539	官方直招	招聘	1	0
https://t.me/PG000099	telegram	31	PG体育-官方直招频道	招聘	1	0
https://t.me/dibaizhaopin123	telegram	171	阿联酋，斯里兰卡工作求职公司直招	招聘	1	0
https://t.me/hrfenda	telegram	1575	中亚体育综合盘总部直招频道	招聘	1	0
https://t.me/xiaoyuezhaopin	telegram	1782352827786	招聘频道	招聘	1	0
https://t.me/paopaozhaopin	telegram	1392	泡泡海外招聘	招聘	1	0
https://t.me/haiwaijishugongzuo	telegram	247	海外技术招聘	招聘	1	0
https://t.me/RongchenTech	telegram	182	日本🇯🇵荣辰科技集团官方招聘	招聘	1	0
https://t.me/benxin668	telegram	149	斯里兰卡 迪拜 柬埔寨 飞跃直招	招聘	1	0
https://t.me/jituanzhizhao9999	telegram	1632	集团总部🔥 官方直招🔥菲 泰 柬 迪 马来	招聘	1	0
https://t.me/DiDa0369	telegram	296	IT技术/职能/远程-居家-到岗	招聘	1	0
https://t.me/jishuzhaopinpindao	telegram	717	web3/技术岗位/真诚沟通	招聘	1	0
https://t.me/HRmicheal	telegram	1782352833246	菲律宾MAKATI—老牌体育公司直招	招聘	1	0
https://t.me/skyzhizhao	telegram	675	SKY集团总部海外直招 泰国 迪拜 柬	招聘	1	0
https://t.me/kyouhr	telegram	1782352834781	Kyouu亚美尼亚直招-Armenia	招聘	1	0
https://t.me/Foya00	telegram	1480	远程工作！CH传媒招聘频道	招聘	1	0
https://t.me/OBhrginnie	telegram	1782093616219	人力资源招人才 海外技术 技术工作	招聘	1	0
https://t.me/digiplus88	telegram	869	digiplus职缺	招聘	1	0
https://t.me/HR_PURR	telegram	613	Purrgis 人事招聘频道	招聘	1	0
https://t.me/hrzhaopin007	telegram	478	OK Games官方招聘频道	招聘	1	0
https://t.me/LDRhiring	telegram	388	支付集团 官方直聘	招聘	1	0
https://t.me/Tpithr88888	telegram	1551	树人国际人力资源 官方频道 求职招聘	招聘	1	0
https://t.me/sililanka6666	telegram	1782352839847	斯里兰卡求职招聘频道	招聘	1	0
https://t.me/SSLL6698	telegram	689	海外IT技术招聘平台	招聘	1	0
https://t.me/ITejob	telegram	984	海外技术-招聘频道	招聘	1	0
https://t.me/HRzenan	telegram	1782352845403	森海集团-直招岗位	招聘	1	0
https://t.me/JobPanda_CN	telegram	3	Web3工作招聘|【TG招聘 】	招聘	1	0
https://t.me/HustleJobsSG	telegram	3262	HustleJobs	招聘	1	0
https://t.me/philippingwork	telegram	1782093707916	Ginnie 海外技術工作	招聘	1	0
https://t.me/mao_AGENT	telegram	998	远程客服招聘频道	招聘	1	0
https://t.me/ZLguanfangzhaopin	telegram	341	萝卜🥕官方直招招聘频道	招聘	1	0
https://t.me/hazelhrzhaopin	telegram	395	人才招聘群｜人事直招 Hazel	招聘	1	0
https://t.me/HR099	telegram	307	New体育官方直聘	招聘	1	0
https://t.me/weijizhaopin	telegram	1782352857856	维基：求职招聘	招聘	1	0
https://t.me/AJgangweijd	telegram	511	岗位JD	招聘	1	0
https://t.me/remote_cn	telegram	4707	远程工作者	招聘	1	0
https://t.me/YHCxiaohong1688	telegram	1782352863553	萤火虫科技集团（全球）直招	招聘	1	0
https://t.me/upayofficialhr	telegram	1782352871469	UPay金融科技有限公司官方招聘频道	招聘	1	0
https://t.me/TopSekai	telegram	1782352872213	Sekai Top招聘求职	招聘	1	0
https://t.me/btyrencaizp	telegram	461	B体育	招聘	1	0
https://t.me/cryptojobhunter	telegram	1642	Cryptojob	招聘	1	0
https://t.me/DeJob_official	telegram	8288	DeJob—Web3招聘求职频道	招聘	1	0
https://t.me/zyqw40	telegram	1781837864924	海外IT技术招聘/远程	招聘	1	0
https://t.me/yuanchengbangong	telegram	747	远程技术办公岗位	招聘	1	0
https://t.me/keepondoing33	telegram	2570	海外远程/到岗技术招聘	招聘	1	0
https://t.me/etalentwork000	telegram	1782352878458	海外-招聘频道｜Monica-技术IT招聘	招聘	1	0
https://t.me/ferm_yiyi	telegram	429	youyou海外求职招聘 IT技术 jobs	招聘	1	0
https://t.me/JoJo951753	telegram	346	中高端IT技术招聘	招聘	1	0
https://t.me/AGfuli	telegram	438	AG- Zelda	招聘	1	0
https://t.me/cryptojobhunter	telegram	1642	Cryptojob-crypto行业招聘频道	招聘	1	0
https://t.me/HRAA899	telegram	1420	JuSheng_tech杏彩招聘頻道	招聘	1	0
https://t.me/Purr_HR	telegram	655	PURRGIS 人事招聘频道	招聘	1	0
https://t.me/BMHHR	telegram	370	白馬會官方國際招聘頻道	招聘	1	0
https://t.me/nextech666	telegram	576	NexTech招聘官方频道	招聘	1	0
https://t.me/hrzhaopin007	telegram	478	OK Games官方招聘频道	招聘	1	0
https://t.me/chau7779	telegram	1782352887075	Chouchou 州州 - 人事直招	招聘	1	0
https://t.me/JobThai68	telegram	1918	TheWorld 集团 总部直招	招聘	1	0
https://t.me/nezhaHR	telegram	147	哪吒国际人力资源 官方频道 求职招聘	招聘	1	0
https://t.me/zhizhao8868	telegram	1782352892486	8868体育官方招聘頻道	招聘	1	0
https://t.me/Jolie_HR	telegram	1782352903953	技术全岗-人事直招-朱莉	招聘	1	0
https://t.me/zhiweifabu8	telegram		博聘优选™国际猎头|求职|招聘|	招聘	1	0
https://t.me/oaklinking	telegram	132	Oak Linking INC.橡樹集團	招聘	1	0
https://t.me/MGzhaopin	telegram	1782352908309	摩根体育-官方直聘	招聘	1	0
https://t.me/kebukeyi26	telegram	1782352909378	技术招聘 - YY直招	招聘	1	0
https://t.me/IECzhaopin	telegram	1782352916008	IEC集团简介与岗位招聘信息	招聘	1	0
https://t.me/dubainingjujituanzhizhao	telegram	268	NQ科技集团官方岗位招聘发布	招聘	1	0
https://t.me/ET_funjobs_talentsearch_job	telegram	270	海外求职招聘（职位不限技术/高管	招聘	1	0
https://t.me/zhaopin_jishu	telegram	317	招聘 技术 (迪拜🇦🇪,斯里兰卡🇱🇰	招聘	1	0
https://t.me/PHHRGROUP	telegram	630	【DL-PRC公关科技传媒集团】	招聘	1	0
https://t.me/HRBPDB	telegram	1	迪拜 · 泰国 · 柬埔寨 · 斯里兰卡 · 四国直招	招聘	1	0
https://t.me/remotejobss	telegram	13018	Remote Jobs	招聘	1	0
https://t.me/sgQuickJobs	telegram	11757	Singapore Part Time	招聘	1	0
https://t.me/DAJUSTIN	telegram	390	柬埔寨 西港 泰国 曼谷 马来 找工作	招聘	1	0
https://t.me/global168	telegram	632	求职招聘 找工作 泰国 迪拜 斯里兰卡	招聘	1	0
https://t.me/jiangshifenl	telegram	94	僵尸粉引流在线强拉刷粉拉人粉丝	供需	1	0
https://t.me/iyuebi668	telegram	1782356269063	电报刷粉丨推特粉丝丨ins粉丝丨tg刷粉丨飞机刷粉	供需	1	0
https://t.me/ZHJT222	telegram	497	大神数据	供需	1	0
https://numb.tech/atom.xml	xml	1779600869402	双绞麻痹	有料	0	0
https://feeds-origin.appinn.com/appinns	rss	1782734852000	小众软件	有料	0	0
https://www.solidot.org/index.rss	rss	1782793714000	奇客Solidot	新闻	0	0
https://t.me/kaishengtouzi888	telegram	1782356275489	KS Group凯盛集团(移民&旅游&签证)	商业	1	0
https://t.me/visa888	telegram	1782356290558	阿才 机票 签证 旅行证 回国交流群	证件	1	0
https://feeds.feedburner.com/hypebeast/feed	rss	1782794302000	hypebeast	潮流	0	0
https://hypebeast.com/art/feed	rss	1782761268000	hypebeast	潮流	0	0
https://hypebeast.com/fashion/feed	rss	1782776052000	hypebeast	潮流	0	0
https://hypebeast.com/footwear/feed	rss	1782776104000	hypebeast	潮流	0	0
https://hypebeast.com/food-beverage/feed	rss	1782506644000	hypebeast	潮流	0	0
https://hypebeast.com/entertainment/feed	rss	1782780725000	hypebeast	潮流	0	0
https://hypebeast.com/golf/feed	rss	1782376718000	hypebeast	潮流	0	0
https://hypebeast.com/sports/feed	rss	1782766875000	hypebeast	潮流	0	0
https://hypebeast.com/tech-gadgets/feed	rss	1782476619000	hypebeast	潮流	0	0
https://hypebeast.com/travel/feed	rss	1782725248000	hypebeast	潮流	0	0
https://hypebeast.com/watches/feed	rss	1782719384000	hypebeast	潮流	0	0
https://hypebeast.com/automotive/feed	rss	1782773695000	hypebeast	潮流	0	0
https://hypebeast.com/music/feed	rss	1782475319000	hypebeast	潮流	0	0
https://hypebeast.com/design/feed	rss	1782739160000	hypebeast	潮流	0	0
